Ordem;Operação;Chave de controle;Centro de trabalho;Txt.breve operação;Quantidade operação (MEINH);Qtd.boa confirmada (MEINH);Refugo confirmado (MEINH);Confirmação atividade 2 (ILE02);Data início real de execução;Data fim real da execução
2817950;0070;ZP04;IB024640;RETICAR DIAM. EXT. 1° PASSE - EMB. CTN;6.800;6.786;122;74,646;14/05/2024;30/05/2024
2817950;0080;ZP04;IB024640;RETICAR DIAM. EXT. 2° PASSE - EMB. CTN;6.800;6.786;0;74,646;14/05/2024;14/05/2024
2817950;0090;ZP04;IB024640;RETICAR DIAM. EXT. 3° PASSE - EMB. CTN;6.800;6.786;0;74,646;14/05/2024;14/05/2024
2817950;0095;ZP28;IB-ENV01;ENV.TERCEIROS;6.800;6.786;0;0,000;14/05/2024;14/05/2024
2817950;0100;ZP07;IB008808;MOT-TORNEAR DIAMETRO INTERNO - USINAFER;6.800;6.786;0;0,000;22/05/2024;24/05/2024
2817950;0105;ZP05;IB-REC01;REC.TERCEIROS;6.800;0;0;0,000;;
2817950;0110;ZP04;IB324010;TAMBOREAR - ROESLER AXIAL (30 MIN/1CX);6.800;6.600;0;374,418;28/05/2024;28/05/2024
2817950;0115;ZP05;IB-TXT01;SECAR - TAMBOR SPIRATRON SEC.SABUGO;6.800;0;0;0,000;;
2817950;0120;ZP04;IB329273;ESCOLHER VISUAL/ EMBALAR;6.800;6.600;0;343,200;28/05/2024;28/05/2024
2817950;0125;ZP05;IB-TXT01;CONTROLAR 100% NO PINO MINIMO;6.800;0;0;0,000;;
2817950;1000;ZP10;IB329900;QA/LOG/SCH;6.800;6.600;0;224,400;28/05/2024;28/05/2024
2817950;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);6.800;0;0;0,000;;
9004743;0010;ZP05;IB-TXT01;RECEBER DISCOS DE TERCEIROS;300,00;0,00;0,00;0,000;;
9004743;0024;ZP28;IB-ENV01;ENVIAR PARA TERCEIRO;300;300;0;0,000;23/02/2024;23/02/2024
9004743;0025;ZP07;IB008855;TOTO SUPETRAT;300;300;0;0,000;01/03/2024;01/03/2024
9004743;0026;ZP05;IB-REC01;RECEBER DE TERCEIRO;300;0;0;0,000;;
9004743;0030;ZP01;IB324501;RETIFICAR FACES (4X PASSES) - EMB. CTN;300,00;295,00;5,00;99;04/03/2024;05/03/2024
9004743;0040;ZP04;IB229105;RETICAR DIAM. EXT. 4X PASSES - EMB. CTN;300,00;177,00;0,00;15,293;11/03/2024;11/03/2024
9004743;0044;ZP28;IB-ENV01;ENV.TERCEIROS;300;177;0;0,000;11/03/2024;11/03/2024
9004743;0045;ZP07;IB008901;TORNEAR ØINT DURO;300;142;0;0,000;25/03/2024;25/03/2024
9004743;0046;ZP05;IB-REC01;REC.TERCEIROS;300;0;0;0,000;;
9004743;0050;ZP04;IB324010;TAMBOREAR - ROESLER AXIAL (30 MIN/1CX);300,00;183,00;0,00;71,370;09/04/2024;19/04/2024
9004743;0055;ZP05;IB-TXT01;SECAR - TAMBOR SPIRATRON SEC.SABUGO;300,00;0,00;0,00;0,000;;
9004743;0060;ZP04;IB329273;ESCOLHER VISUAL/ EMBALAR;300,00;183,00;0,00;19,398;09/04/2024;19/04/2024
9004743;0065;ZP05;IB-TXT01;CONTROLAR 100% NO PINO MINIMO;300,00;0,00;0,00;0,000;;
9004743;1000;ZP04;IB329900;QA/LOG/SCH;300,00;183,00;0,00;73,200;09/04/2024;19/04/2024
9004743;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);300,00;0,00;0,00;0,000;;
9960902;0042;ZQ04;IB324010;TAMBOREAR - ROESLER AXIAL (30 MIN/1CX);1.350;1.864;0;0;03/01/2024;19/07/2024
9960902;0043;ZP05;IB-TXT01;CONTROLAR GAVETA 100%;1.350;0;0;0,000;;
9960902;0010;ZP05;IB-TXT01;RECEBER DISCO ESTAMPADO (0053);1.350;0;0;0,000;;
9960902;0020;ZP04;IB323525;CEM/TEMP/REVENIR - FORNO SAFED IUA 900;1.350;1.864;0;68,968;03/01/2024;19/07/2024
9960902;0030;ZP04;IB324501;RETIFICAR FACES (4X PASSES);1.350;1.864;0;265,732;03/01/2024;19/07/2024
9960902;0040;ZP04;IB024640;RET. DIAM. EXT. (3X PASSES) - EMB. CTN;1.350;1.864;0;61,512;03/01/2024;19/07/2024
9960902;0045;ZP28;IB-ENV01;ENV.TERCEIROS;1.350;1.864;0;0,000;03/01/2024;03/01/2024
9960902;0050;ZP07;IB008808;MOT-TORNEAR DIAMETRO INTERNO - USINAFER;1.350;1.864;0;0,000;18/01/2024;18/01/2024
9960902;0055;ZP05;IB-REC01;REC.TERCEIROS;1.350;0;0;0,000;;
9960902;0060;ZP04;IB324010;TAMBOREAR - ROESLER AXIAL (30 MIN/1CX);1.350;0;0;0,000;19/07/2024;19/07/2024
9960902;0065;ZP05;IB-TXT01;SECAR - TAMBOR SPIRATRON SEC.SABUGO;1.350;0;0;0,000;;
9960902;0070;ZP04;IB329274;ESCOLHER VISUAL/ EMBALAR;1.350;0;0;0,000;19/07/2024;19/07/2024
9960902;0075;ZP05;IB-TXT01;CONTROLAR 100% NO PINO MINIMO;1.350;0;0;0,000;;
9960902;1000;ZP10;IB029900;QA/LOG/SCH;1.350;0;0;0,000;;
9960902;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);1.350;0;0;0,000;;
9960903;0042;ZP05;IB024010;TAMBOREAR - ROESLER AXIAL (30 MIN/1CX);1.800;0;0;0,000;;
9960903;0043;ZP04;IB-TXT01;CONTROLAR GAVETA 100%;1.800;0;0;0,000;;
9960903;0010;ZP05;IB-TXT01;RECEBER DISCO ESTAMPADO (0053);1.800;0;0;0,000;;
9960903;0020;ZP04;IB323525;CEM/TEMP/REVENIR - FORNO SAFED IUA 900;1.800;2.042;0;65,344;14/12/2023;14/12/2023
9960903;0030;ZP04;IB024501;RETIFICAR FACES (4X PASSES);1.800;2.042;0;264,643;14/12/2023;14/12/2023
9960903;0040;ZP04;IB024640;RET. DIAM. EXT. (3X PASSES) - EMB. CTN;1.800;2.042;0;67,386;14/12/2023;14/12/2023
9960903;0045;ZP28;IB-ENV01;ENV.TERCEIROS;1.800;2.042;0;0,000;14/12/2023;14/12/2023
9960903;0050;ZP07;IB008808;MOT-TORNEAR DIAMETRO INTERNO - USINAFER;1.800;2.042;0;0,000;05/01/2024;05/01/2024
9960903;0055;ZP05;IB-REC01;REC.TERCEIROS;1.800;0;0;0,000;;
9960903;0060;ZP04;IB024010;TAMBOREAR - ROESLER AXIAL (30 MIN/1CX);1.800;0;0;0,000;;
9960903;0065;ZP05;IB-TXT01;SECAR - TAMBOR SPIRATRON SEC.SABUGO;1.800;0;0;0,000;;
9960903;0070;ZP04;IB029273;ESCOLHER VISUAL/ EMBALAR;1.800;0;0;0,000;;
9960903;0075;ZP05;IB-TXT01;CONTROLAR 100% NO PINO MINIMO;1.800;0;0;0,000;;
9960903;1000;ZP10;IB029900;QA/LOG/SCH;1.800;0;0;0,000;;
9960903;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);1.800;0;0;0,000;;
9961702;0010;ZP05;IB-TXT01;SEPARAR AS PEÇAS EM CTN IDENTIFICADOS;522;0;0;0,000;;
9961702;0020;ZP04;IB324712;RETRABALHO DIÂMETRO EXTERNO;522;0;0;0,000;;
9961702;0030;ZP28;IB-ENV01;ENV. TERCEIRO;522;0;0;0,000;;
9961702;0040;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;522;0;0;0,000;;
9961702;0050;ZP05;IB-REC01;REC. TERCEIRO;522;0;0;0,000;;
9961702;0060;ZP01;IB329112;RETRABALHO LAPIDAR PISTA;522;0;0;0,000;;
9984368;0010;ZP05;IB-TXT01;RECEBER DISCOS DE TERCEIROS;15,00;0,00;0,00;0,000;;
9984368;0024;ZP28;IB-ENV01;ENVIAR PARA TERCEIRO;15;0;0;0,000;;
9984368;0025;ZP07;IB008855;TOTO SUPETRAT;15;0;0;0,000;;
9984368;0026;ZP05;IB-REC01;RECEBER DE TERCEIRO;15;0;0;0,000;;
9984368;0030;ZP04;IB024501;RETIFICAR FACES (4X PASSES) - EMB. CTN;15,00;15,00;0,00;2,398;13/12/2023;13/12/2023
9984368;0040;ZP04;IB024640;RETICAR DIAM. EXT. 4X PASSES - EMB. CTN;15,00;15,00;0,00;1,296;13/12/2023;13/12/2023
9984368;0044;ZP28;IB-ENV01;ENV.TERCEIROS;15;15;0;0,000;13/12/2023;13/12/2023
9984368;0045;ZP07;IB008901;TORNEAR ØINT DURO;15;0;0;0,000;30/01/2024;15/02/2024
9984368;0046;ZP05;IB-REC01;REC.TERCEIROS;15;0;0;0,000;;
9984368;0050;ZP04;IB024010;TAMB. D. ROESL. AXIAL 30M/CX - EMB. CTN;15,00;0,00;0,00;0,000;;
9984368;0055;ZP05;IB-TXT01;SECAR - TAMBOR SPIRATRON SEC.SABUGO;15,00;0,00;0,00;0,000;;
9984368;0060;ZP04;IB029273;ESCOLHER VISUAL/ EMBALAR;15,00;0,00;0,00;0,000;;
9984368;0065;ZP05;IB-TXT01;CONTROLAR 100% NO PINO MINIMO;15,00;0,00;0,00;0,000;;
9984368;1000;ZP04;IB029900;QA/LOG/SCH;15,00;0,00;0,00;0,000;;
9984368;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);15,00;0,00;0,00;0,000;;
9989519;0010;ZP05;IB-TXT01;RECEBER DISCO ESTAMPADO (0053);3.200;0;0;0,000;;
9989519;0020;ZP04;IB323525;TEMP/REVENIR IUA 900 Kg - EMB. CTN;3.200;2.969;0;95,008;19/03/2024;28/03/2024
9989519;0030;ZP04;IB324501;RETIFICAR FACES (4X PASSES) - EMB. CTN;3.200;2.969;0;384,782;19/03/2024;28/03/2024
9989519;0040;ZP04;IB024640;RETICAR DIAM. EXT. 3X PASSES - EMB. CTN;3.200;2.969;0;97,977;19/03/2024;28/03/2024
9989519;0045;ZP28;IB-ENV01;ENV.TERCEIROS;3.200;2.969;0;0,000;19/03/2024;19/03/2024
9989519;0050;ZP07;IB008808;MOT-TORNEAR DIAMETRO INTERNO - USINAFER;3.200;2.969;0;0,000;26/03/2024;26/03/2024
9989519;0055;ZP05;IB-REC01;REC.TERCEIROS;3.200;0;0;0,000;;
9989519;0060;ZP04;IB324010;TAMBOREAR - ROESLER AXIAL (30 MIN/1CX);3.200;3.200;0;181,536;28/03/2024;28/03/2024
9989519;0065;ZP05;IB-TXT01;SECAR - TAMBOR SPIRATRON SEC.SABUGO;3.200;0;0;0,000;;
9989519;0070;ZP04;IB329273;ESCOLHER VISUAL/ EMBALAR;3.200;3.200;0;166,400;28/03/2024;28/03/2024
9989519;0075;ZP05;IB-TXT01;CONTROLAR 100% NO PINO MINIMO;3.200;0;0;0,000;;
9989519;1000;ZP10;IB329900;QA/LOG/SCH;3.200;3.200;0;108,800;28/03/2024;28/03/2024
9989519;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);3.200;0;0;0,000;;
9995362;0010;ZP05;IB-TXT01;RECEBER DISCOS DE TERCEIROS;314,00;0,00;0,00;0,000;;
9995362;0024;ZP28;IB-ENV01;ENVIAR PARA TERCEIRO;314;314;0;0,000;30/01/2024;30/01/2024
9995362;0025;ZP07;IB008855;TOTO SUPETRAT;314;314;0;0,000;08/02/2024;08/02/2024
9995362;0026;ZP05;IB-REC01;RECEBER DE TERCEIRO;314;0;0;0,000;;
9995362;0030;ZP04;12233868;RETIFICAR FACES (4X PASSES) - EMB. CTN;314,00;0,00;3,00;0,000;26/02/2024;26/02/2024
9995362;0040;ZP04;85054624;RETICAR DIAM. EXT. 4X PASSES - EMB. CTN;314,00;0,00;44,00;0,000;05/03/2024;05/03/2024
9995362;0045;ZP01;12204765;TORNEAR ØINT DURO;314;0;0;0,000;22/03/2024;22/03/2024
9995362;0050;ZP04;85104245;TAMBOREAR - ROESLER AXIAL (30 MIN/1CX);314,00;10,00;0,00;3,900;22/03/2024;22/03/2024
9995362;0055;ZP05;IB-TXT01;SECAR - TAMBOR SPIRATRON SEC.SABUGO;314,00;0,00;0,00;0,000;;
9995362;0060;ZP04;85054716;ESCOLHER VISUAL/ EMBALAR;314,00;10,00;0,00;1,060;22/03/2024;22/03/2024
9995362;0065;ZP05;IB-TXT01;CONTROLAR 100% NO PINO MINIMO;314,00;0,00;0,00;0,000;;
9995362;1000;ZP04;IB329900;QA/LOG/SCH;314,00;10,00;0,00;4;22/03/2024;22/03/2024
9995362;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);314,00;0,00;0,00;0,000;;
