Ordem;Operação;Chave de controle;Centro de trabalho;Txt.breve operação;Quantidade operação (MEINH);Qtd.boa confirmada (MEINH);Refugo confirmado (MEINH);Confirmação atividade 2 (ILE02);Data início real de execução;Data fim real da execução
1945104;0051;ZP26;12234393;APONTAMENTO WASTE - SFC;1.608;0;83;0,000;29/10/2024;29/10/2024
1945104;0015;;LB-TXT01;ENVIAR PEÇAS P/ USINAGEM LUK - ALA1 FB;1.608;0;0;0,000;;
1945104;0020;ZP04;12227172;BROCHAR BR/3;1.608;1.711;0;285,737;13/10/2023;29/10/2024
1945104;0025;ZP05;LB-TXT01;ENVIAR PEÇAS P/ INA - ALA 08;1.608;0;0;0,000;;
1945104;0030;ZP04;85080319;TRATAMENTO TÉRMICO;1.608;1.711;0;3,422;13/10/2023;29/10/2024
1945104;0040;ZP04;12232765;JATEAR;1.608;1.711;0;17,110;13/10/2023;29/10/2024
1945104;0050;ZP04;12234393;RETIFICAR FACE;1.608;1.711;0;20,532;13/10/2023;29/10/2024
1945104;0060;ZP04;85052450;RETIFICAR DIÂMETRO EXTERNO;1.608;796;3;17,512;13/10/2023;29/10/2024
1945104;0065;ZP05;IB-TXT01;OLEAR;1.608;0;0;0,000;;
1945104;0070;ZP28;IB-ENV01;ENV. TERCEIRO;1.608;1.708;0;0,000;13/10/2023;27/10/2023
1945104;0071;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;1.608;1.708;0;0,000;16/10/2023;30/10/2023
1945104;0072;ZP05;IB-REC01;REC. TERCEIRO;1.608;0;0;0,000;;
1945104;0080;ZP01;85052941;RET/LAP PISTA;1.608;1.160;0;212;20/10/2023;24/04/2024
1945104;1000;ZP10;IB329900;QA/LOG/SCH;1.608;1.608;0;207,432;20/10/2023;29/10/2024
1945104;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);1.608;0;0;0,000;;
2043198;0031;ZP26;IB324528;APONTAMENTO WASTE - SFC;3.300;0;309;0,000;14/05/2024;14/05/2024
2043198;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;3.300;3.085;0;43,190;03/01/2024;06/08/2024
2043198;0020;ZP04;IB023610;JATEAR;3.300;3.085;0;200,525;03/01/2024;14/05/2024
2043198;0030;ZQ04;IB324528;RETIFICAR FACE;3.300;3.085;0;40,105;03/01/2024;14/05/2024
2043198;0040;ZP04;IB329107;RETIFICAR DIAM. EXT. 1º PASSE;3.300;3.085;0;135,740;03/01/2024;14/05/2024
2043198;0050;ZP04;IB329107;RETIFICAR DIAM. EXT. 2º PASSE;3.300;3.085;0;135,740;03/01/2024;14/05/2024
2043198;0055;ZP05;IB-TXT01;OLEAR;3.300;0;0;0,000;;
2043198;0060;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;3.300;3.068;17;1.201;03/01/2024;06/01/2024
2043198;0070;ZP28;IB-ENV01;ENV. TERCEIRO;3.300;3.073;0;0,000;05/01/2024;06/01/2024
2043198;0071;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;3.300;3.073;0;0,000;15/02/2024;20/02/2024
2043198;0072;ZP05;IB-REC01;REC. TERCEIRO;3.300;0;0;0,000;;
2043198;0080;ZQ01;IB329179;RET.PISTA/LAPIDAR;3.300;2.793;0;751;15/02/2024;25/03/2024
2043198;1000;ZP10;IB329900;QA/LOG/SCH;3.300;2.974;0;535,320;21/02/2024;06/05/2024
2043198;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);3.300;0;0;0,000;;
2043520;0010;ZP04;12227172;BROCHAR BR/3;6.600;6.671;0;1.114,057;29/11/2023;29/11/2023
2043520;0020;ZP04;85080319;TRATAMENTO TÉRMICO;6.600;6.671;0;13,342;29/11/2023;29/11/2023
2043520;0030;ZP04;12232765;JATEAR;6.600;6.671;0;53,368;29/11/2023;29/11/2023
2043520;0040;ZQ04;12234393;RETIFICAR FACE;6.600;6.671;0;100,065;29/11/2023;29/11/2023
2043520;0045;ZP05;IB-TXT01;OLEAR;6.600;0;0;0,000;;
2043520;0050;ZP04;85052450;RETIFICAR DIÂMETRO EXTERNO;6.600;6.593;7;131,860;29/11/2023;11/03/2024
2043520;0060;ZP28;IB-ENV01;ENV. TERCEIRO;6.600;6.664;0;0,000;29/11/2023;29/11/2023
2043520;0061;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;6.600;6.664;0;0,000;30/11/2023;30/11/2023
2043520;0062;ZP05;IB-REC01;REC. TERCEIRO;6.600;0;0;0,000;;
2043520;0070;ZP01;85052941;RET/LAP PISTA;6.600;5.732;0;1.122;08/12/2023;10/01/2024
2043520;1000;ZP10;IB329900;QA/LOG/SCH;6.600;6.593;0;903,241;13/12/2023;24/02/2024
2043520;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);6.600;0;0;0,000;;
2126097;0031;ZP26;IB324528;APONTAMENTO WASTE - SFC;410;0;20;0,000;15/05/2024;15/05/2024
2126097;0052;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;410;387;0;0,000;16/01/2024;30/01/2024
2126097;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;410;387;0;3,483;08/12/2023;15/05/2024
2126097;0020;ZP04;IB023610;JATEAR;410;387;0;3,483;08/12/2023;15/05/2024
2126097;0030;ZQ04;IB324528;RETIFICAR FACE;410;387;0;5,418;08/12/2023;15/05/2024
2126097;0035;ZP05;IB-TXT01;OLEAR;410;0;0;0,000;;
2126097;0040;ZP04;IB324712;RETIFICAR DIÂMETRO EXTERNO;410;387;0;96,363;08/12/2023;15/05/2024
2126097;0050;ZP28;IB-ENV01;ENV. TERCEIRO;410;387;0;0,000;08/12/2023;08/12/2023
2126097;0051;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;300;0;0;0,000;;
2126097;0053;ZP05;IB-REC01;REC. TERCEIRO;410;0;0;0,000;;
2126097;0060;ZQ01;IB329112;RET/ LAP PISTA;410;0;0;0,000;16/01/2024;16/01/2024
2126097;1000;ZP10;IB329900;QA/LOG/SCH;410;777;0;40,404;16/01/2024;28/03/2024
2126097;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);410;0;0;0,000;;
2126100;0022;ZP07;IB008838;APLICAR CORROTECT;300;300;0;0,000;30/01/2024;30/01/2024
2126100;0010;ZP05;IB-TXT01;SEPARAR PEÇAS;300;0;0;0,000;;
2126100;0020;ZP28;IB-ENV01;ENV. TERCEIRO;300;300;0;0,000;08/12/2023;08/12/2023
2126100;0021;ZP07;IB008838;APLICAR CORROTECT;300;0;0;0,000;;
2126100;0023;ZP05;IB-REC01;REC. TERCEIRO;300;0;0;0,000;;
2126100;1000;ZP10;IB329900;QA/LOG/SCH;300;256;0;64;19/03/2024;19/03/2024
2126100;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);300;0;0;0,000;;
2126247;0062;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;371;371;0;0,000;30/01/2024;30/01/2024
2126247;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;371;323;0;1,292;07/12/2023;07/12/2023
2126247;0020;ZP04;IB023610;JATEAR;371;323;0;4,522;07/12/2023;07/12/2023
2126247;0030;ZQ04;IB224511;RETIFICAR FACE;371;323;0;6,460;07/12/2023;07/12/2023
2126247;0040;ZP04;IB229109;RETIFICAR DIÂMETRO EXTERNO;371;323;0;11,305;07/12/2023;07/12/2023
2126247;0045;ZP05;IB-TXT01;OLEAR;371;0;0;0,000;;
2126247;0050;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;371;323;0;59;07/12/2023;08/12/2023
2126247;0060;ZP28;IB-ENV01;ENV. TERCEIRO;371;371;0;0,000;11/12/2023;11/12/2023
2126247;0061;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;300;0;0;0,000;;
2126247;0063;ZP05;IB-REC01;REC. TERCEIRO;371;0;0;0,000;;
2126247;0070;ZQ01;IB329131;RET/LAP PISTA;371;0;0;0,000;27/03/2024;27/03/2024
2126247;1000;ZP10;IB329900;QA/LOG/SCH;371;371;0;24,857;27/03/2024;27/03/2024
2126247;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);371;0;0;0,000;;
2126249;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;2.129;1.956;0;7,824;08/12/2023;03/01/2024
2126249;0020;ZP04;IB023610;JATEAR;2.129;1.956;0;27,384;08/12/2023;03/01/2024
2126249;0030;ZQ04;IB224511;RETIFICAR FACE;2.129;1.956;0;39,120;08/12/2023;03/01/2024
2126249;0040;ZP04;IB229109;RETIFICAR DIÂMETRO EXTERNO;2.129;0;576;0,000;27/11/2023;03/01/2024
2126249;0045;ZP05;IB-TXT01;OLEAR;2.129;0;0;0,000;;
2126249;0050;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;2.129;1.641;20;487;08/12/2023;12/12/2023
2126249;0060;ZP28;IB-ENV01;ENV. TERCEIRO;2.129;1.501;0;0,000;11/12/2023;12/12/2023
2126249;0061;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;2.129;1.501;0;0,000;12/12/2023;13/12/2023
2126249;0062;ZP05;IB-REC01;REC. TERCEIRO;2.129;0;0;0,000;;
2126249;0070;ZQ01;IB329131;RET/LAP PISTA;2.129;1.450;0;274;14/12/2023;16/12/2023
2126249;1000;ZP10;IB329900;QA/LOG/SCH;2.129;1.461;0;97,887;20/12/2023;20/12/2023
2126249;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);2.129;0;0;0,000;;
2126259;0022;ZP07;IB008838;APLICAR CORROTECT;300;300;0;0,000;30/01/2024;30/01/2024
2126259;0010;ZP05;IB-TXT01;SEPARAR PEÇAS;300;0;0;0,000;;
2126259;0020;ZP28;IB-ENV01;ENV. TERCEIRO;300;300;0;0,000;08/12/2023;08/12/2023
2126259;0021;ZP07;IB008838;APLICAR CORROTECT;300;0;0;0,000;;
2126259;0023;ZP05;IB-REC01;REC. TERCEIRO;300;0;0;0,000;;
2126259;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);300;0;0;0,000;;
2131598;0021;ZP26;IB324511;APONTAR WASTE - SFC;4.600;0;182;0,000;18/03/2024;18/03/2024
2131598;0001;ZP28;IB-ENV01;ENV. TERCEIRO;4.600;4.600;0;0,000;08/11/2023;08/11/2023
2131598;0002;ZP07;IB008860;AUSTEMPERA/REVEN.;4.600;4.600;0;0,000;27/11/2023;27/11/2023
2131598;0003;ZP05;IB-REC01;REC. TERCEIRO;4.600;0;0;0,000;;
2131598;0020;ZQ04;IB324511;RETIFICAR FACE;4.600;4.663;0;88,597;02/12/2023;02/12/2023
2131598;0030;ZP04;IB329109;RETIFICAR DIÂMETRO EXTERNO;4.600;4.663;0;149,216;02/12/2023;02/12/2023
2131598;0035;ZP05;IB-TXT01;OLEAR;4.600;0;0;0,000;;
2131598;0040;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;4.600;4.623;40;1.504;02/12/2023;07/12/2023
2131598;0050;ZQ01;IB329131;RET/LAP PISTA;4.600;4.607;2;894;06/12/2023;05/02/2024
2131598;1000;ZP10;IB329900;QA/LOG/SCH;4.600;4.376;0;420,096;11/12/2023;20/02/2024
2131598;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);4.600;0;0;0,000;;
2132586;0010;ZP05;IB-TXT01;SEPARAR PEÇAS;1.700;0;0;0,000;;
2132586;0011;ZP28;IB-ENV01;ENV. TERCEIRO;1.700;1.700;0;0,000;08/11/2023;08/11/2023
2132586;0012;ZP07;IB008860;AUSTEMPERA/REVEN;1.700;1.700;0;0,000;27/11/2023;27/11/2023
2132586;0013;ZP05;IB-REC01;REC. TERCEIRO;1.700;0;0;0,000;;
2132586;0020;ZQ04;IB224511;RETIFICAR FACE;1.700;0;22;0,000;01/12/2023;01/12/2023
2132586;0030;ZP04;IB229109;RETIFICAR DIÂMETRO EXTERNO;1.700;1.689;0;60,804;12/12/2023;12/12/2023
2132586;0035;ZP05;IB-TXT01;OLEAR;1.700;0;0;0,000;;
2132586;0040;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;1.700;1.665;24;733;12/12/2023;22/12/2023
2132586;0050;ZQ01;IB329131;RET/LAP PISTA;1.700;1.488;0;342;10/01/2024;11/01/2024
2132586;1000;ZP10;IB329900;QA/LOG/SCH;1.700;1.627;0;143,176;16/01/2024;17/01/2024
2132586;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);1.700;0;0;0,000;;
2164452;0041;ZP26;12234393;APONTAR WASTE - SFC;121;0;117;0,000;28/03/2024;12/04/2024
2164452;0010;ZP04;12227172;BROCHAR BR/3 - LuK FB;8.600;8.620;0;2.068,800;04/12/2023;28/03/2024
2164452;0015;ZP05;LB-TXT01;ENVIAR PEÇAS P/ INA - ALA 08;8.600;0;0;0,000;;
2164452;0020;ZP04;85080319;TRATAMENTO TÉRMICO;8.600;8.620;0;51,720;04/12/2023;28/03/2024
2164452;0030;ZP04;12232765;JATEAR;8.600;8.620;0;594,780;04/12/2023;28/03/2024
2164452;0040;ZQ04;12234393;RETIFICAR FACE;8.600;8.620;0;172,400;04/12/2023;28/03/2024
2164452;0045;ZP05;IB-TXT01;OLEAR;8.600;0;0;0,000;;
2164452;0050;ZP04;85087541;RETIFICAR DIÂMETRO EXTERNO;8.600;8.617;3;257,910;04/12/2023;12/04/2024
2164452;0060;ZP28;IB-ENV01;ENV. TERCEIRO;8.600;8.617;0;0,000;04/12/2023;12/01/2024
2164452;0061;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;8.600;8.617;0;0,000;04/12/2023;13/01/2024
2164452;0062;ZP05;IB-REC01;REC. TERCEIRO;8.600;0;0;0,000;;
2164452;0070;ZP01;85115527;RET/LAP PISTA;8.600;8.669;0;2.249;04/12/2023;02/04/2024
2164452;1000;ZP10;IB329900;QA/LOG/SCH;8.600;8.480;0;1.450,080;04/12/2023;28/03/2024
2164452;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);8.600;0;0;0,000;;
2165927;9999;ZP26;IB329131;APONTAR WASTE - SFC;6.155;0;138;0,000;07/03/2024;07/03/2024
2165927;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;6.155;6.143;0;36,858;29/11/2023;07/03/2024
2165927;0020;ZP04;IB023610;JATEAR;6.155;6.143;0;61,430;29/11/2023;07/03/2024
2165927;0030;ZQ04;IB324511;RETIFICAR FACE;6.155;6.141;14;122,820;23/11/2023;07/03/2024
2165927;0040;ZP04;IB329109;RETIFICAR DIÂMETRO EXTERNO;6.155;6.129;12;202,718;25/11/2023;07/03/2024
2165927;0045;ZP05;IB-TXT01;OLEAR;6.155;0;0;0,000;;
2165927;0050;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;6.155;6.078;39;1.265;29/11/2023;30/11/2023
2165927;0060;ZP28;IB-ENV01;ENV. TERCEIRO;6.155;6.016;0;0,000;30/11/2023;01/12/2023
2165927;0061;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;6.155;6.016;0;0,000;01/12/2023;02/12/2023
2165927;0062;ZP05;IB-REC01;REC. TERCEIRO;6.155;0;0;0,000;;
2165927;0070;ZQ01;IB329131;RET/LAP PISTA;6.155;6.066;4;1.332;06/12/2023;08/01/2024
2165927;1000;ZP10;IB329900;QA/LOG/SCH;6.155;5.948;0;398,516;08/12/2023;05/03/2024
2165930;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;8.700;8.899;0;8,899;05/12/2023;05/12/2023
2165930;0020;ZP04;IB023610;JATEAR;8.700;8.899;0;35,596;05/12/2023;05/12/2023
2165930;0030;ZQ04;IB224511;RETIFICAR FACE;8.700;0;2;0,000;23/11/2023;23/11/2023
2165930;0040;ZP04;IB229109;RETIFICAR DIÂMETRO EXTERNO;8.700;0;109;0,000;27/11/2023;28/11/2023
2165930;0045;ZP05;IB-TXT01;OLEAR;8.700;0;0;0,000;;
2165930;0050;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;8.700;8.746;42;1.890;05/12/2023;07/12/2023
2165930;0060;ZP28;IB-ENV01;ENV. TERCEIRO;8.700;8.770;0;0,000;06/12/2023;07/12/2023
2165930;0061;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;8.700;8.770;0;0,000;07/12/2023;08/12/2023
2165930;0062;ZP05;IB-REC01;REC. TERCEIRO;8.700;0;0;0,000;;
2165930;0070;ZQ01;IB329131;RET/LAP PISTA;8.700;8.584;2;2.531;13/12/2023;08/01/2024
2165930;1000;ZP10;IB329900;QA/LOG/SCH;8.700;8.639;0;673,842;14/12/2023;11/01/2024
2165930;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);8.700;0;0;0,000;;
2165931;9999;ZP01;IB324876;APONTAR WASTE - SFC;7.500;0;8;0,000;26/02/2024;26/02/2024
2165931;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;7.500;7.497;0;82,467;24/11/2023;24/11/2023
2165931;0020;ZP04;IB023610;JATEAR;7.500;7.497;0;487,305;24/11/2023;24/11/2023
2165931;0030;ZQ04;IB324528;RETIFICAR FACE 1º PASSE;7.500;7.497;0;112,455;24/11/2023;24/11/2023
2165931;0040;ZP01;IB324528;RETIFICAR FACE 2º PASSE;7.500;7.497;0;141;24/11/2023;27/11/2023
2165931;0050;ZP04;IB329109;RETIFICAR DIÂMETRO EXTERNO;7.500;7.317;0;329,265;28/11/2023;28/11/2023
2165931;0055;ZP05;IB-TXT01;OLEAR;7.500;0;0;0,000;;
2165931;0060;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;7.500;7.300;17;2.637;28/11/2023;30/11/2023
2165931;0070;ZP28;IB-REC01;ENV. TERCEIRO;7.500;7.529;0;0,000;29/11/2023;01/12/2023
2165931;0071;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;7.500;7.529;0;0,000;30/11/2023;02/12/2023
2165931;0072;ZP05;IB-REC01;REC. TERCEIRO;7.500;0;0;0,000;;
2165931;0080;ZQ01;IB329179;RET/LAP PISTA;7.500;7.300;0;2.291;01/12/2023;09/01/2024
2165931;1000;ZP10;IB329900;QA/LOG/SCH;7.500;7.475;0;575,575;06/12/2023;05/02/2024
2165931;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);7.500;0;0;0,000;;
2165939;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;2.238;2.275;0;65,975;04/12/2023;04/12/2023
2165939;0020;ZP04;IB023610;JATEAR;2.238;2.275;0;216,125;04/12/2023;04/12/2023
2165939;0030;ZQ04;IB224529;RETIFICAR FACE 1º PASSE;2.238;2.275;0;34,125;04/12/2023;04/12/2023
2165939;0040;ZQ04;IB224529;RETIFICAR FACE 2º PASSE;2.238;2.275;0;34,125;04/12/2023;04/12/2023
2165939;0050;ZP04;IB229104;RETIFICAR DIAM. EXT. 1º PASSE;2.238;2.275;0;111,475;04/12/2023;04/12/2023
2165939;0060;ZP04;IB229104;RETIFICAR DIAM. EXT. 2º PASSE;2.238;0;3;0,000;30/11/2023;30/11/2023
2165939;0065;ZP05;IB-TXT01;OLEAR;2.238;0;0;0,000;;
2165939;0070;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;2.238;2.237;35;977;04/12/2023;08/12/2023
2165939;0080;ZP28;IB-ENV01;ENV. TERCEIRO;2.238;2.254;0;0,000;04/12/2023;05/12/2023
2165939;0081;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;2.238;2.254;0;0,000;05/12/2023;06/12/2023
2165939;0082;ZP05;IB-REC01;REC. TERCEIRO;2.238;0;0;0,000;;
2165939;0090;ZQ01;IB329179;RET.PISTA/LAPIDAR;2.238;2.210;0;695;14/12/2023;15/01/2024
2165939;1000;ZP10;IB329900;QA/LOG/SCH;2.238;2.203;0;235,721;19/12/2023;16/01/2024
2165939;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);2.238;0;0;0,000;;
2198192;0010;ZP04;IB158510;LAVAR;10.319;11.288;0;112,880;04/12/2023;04/12/2023
2198192;0020;ZP04;IB153537;CEMENTAR/TEMPERAR/REVENIR;10.319;11.288;0;677,280;04/12/2023;04/12/2023
2198192;0030;ZP04;IB023610;JATEAR;10.319;11.288;0;225,760;04/12/2023;04/12/2023
2198192;0040;ZQ04;IB324528;RETIFICAR FACE 1º PASSE;10.319;11.288;0;146,744;04/12/2023;04/12/2023
2198192;0050;ZP01;IB324528;RETIFICAR FACE 2º PASSE;10.319;11.288;0;82;04/12/2023;04/12/2023
2198192;0060;ZQ01;IB329107;RETIFICAR DIAM. EXT. 1º PASSE;10.319;10.230;0;399;05/12/2023;05/12/2023
2198192;0070;ZQ04;IB329107;RETIFICAR DIAM. EXT. 2º PASSE;10.319;10.458;0;292,824;05/12/2023;05/12/2023
2198192;0080;ZP05;IB-TXT01;GRAVAR FACE;10.319;0;0;0,000;;
2198192;0090;ZP28;IB-ENV01;ENV.TERCEIRO;10.319;10.458;0;0,000;05/12/2023;07/12/2023
2198192;0091;ZP07;IB008808;TORNEAR DURO;10.319;7.604;0;0,000;07/12/2023;05/02/2024
2198192;0092;ZP05;IB-REC01;REC.TERCEIRO;10.319;0;0;0,000;;
2198192;0100;ZP01;IB324876;RETIFICAR BORDA;10.319;17.249;0;3.677;07/12/2023;15/12/2023
2198192;1000;ZP10;IB329900;QA/LOG/SCH;10.319;8.500;0;850;21/12/2023;23/12/2023
2198192;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);10.319;0;0;0,000;;
2223937;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;917;905;0;39,820;08/12/2023;08/12/2023
2223937;0020;ZP04;IB023610;JATEAR;917;905;0;132,130;08/12/2023;08/12/2023
2223937;0030;ZQ04;IB224529;RETIFICAR FACE;917;905;0;11,765;08/12/2023;08/12/2023
2223937;0040;ZP04;IB229104;RETIFICAR DIAM. EXT. 1º PASSE;917;905;0;44,345;08/12/2023;08/12/2023
2223937;0050;ZP04;IB229104;RETIFICAR DIAM. EXT. 2º PASSE;917;905;0;44,345;08/12/2023;08/12/2023
2223937;0055;ZP05;IB-TXT01;OLEAR;917;0;0;0,000;;
2223937;0060;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;917;891;14;377;08/12/2023;14/12/2023
2223937;0070;ZP28;IB-ENV01;ENV. TERCEIRO;917;843;0;0,000;11/12/2023;12/12/2023
2223937;0071;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;917;843;0;0,000;12/12/2023;13/12/2023
2223937;0072;ZP05;IB-REC01;REC. TERCEIRO;917;0;0;0,000;;
2223937;0080;ZQ01;IB329179;RET.PISTA/LAPIDAR;917;845;0;316;13/12/2023;18/12/2023
2223937;0090;ZP10;IB329900;QA/LOG/SCH;917;862;0;168,090;13/12/2023;26/12/2023
2223937;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);917;0;0;0,000;;
2225070;0010;ZP05;LB-TXT01;ENVIAR PEÇAS P/ USINAGEM LUK - ALA1 FB;2.300;0;0;0,000;;
2225070;0011;ZP04;12227172;BROCHAR BR/3;2.300;2.317;0;556,080;12/01/2024;19/01/2024
2225070;0012;ZP05;LB-TXT01;ENVIAR PEÇAS P/ INA - ALA 08;2.300;0;0;0,000;;
2225070;0020;ZP04;85080319;TRATAMENTO TÉRMICO;2.300;2.317;0;13,902;12/01/2024;19/01/2024
2225070;0030;ZP04;12232765;JATEAR;2.300;2.317;0;139,020;12/01/2024;19/01/2024
2225070;0040;ZQ04;12234393;RETIFICAR FACE;2.300;2.317;0;39,389;12/01/2024;19/01/2024
2225070;0045;ZP05;IB-TXT01;OLEAR;2.300;0;0;0,000;;
2225070;0050;ZP04;85087541;RETIFICAR DIÂMETRO EXTERNO;2.300;2.317;0;69,510;12/01/2024;19/01/2024
2225070;0060;ZP28;IB-ENV01;ENV. TERCEIRO;2.300;2.317;0;0,000;12/01/2024;12/01/2024
2225070;0061;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;2.300;2.317;0;0,000;15/01/2024;15/01/2024
2225070;0062;ZP05;IB-REC01;REC. TERCEIRO;2.300;0;0;0,000;;
2225070;0070;ZP01;85115527;RET/LAP PISTA;2.300;1.455;16;539;15/01/2024;23/02/2024
2225070;1000;ZP10;IB329900;QA/LOG/SCH;2.300;2.284;0;399,700;16/01/2024;19/01/2024
2225070;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);2.300;0;0;0,000;;
2236400;9999;ZP26;IB329111;APONTAR WASTE - SFC;18.400;0;63;0,000;29/01/2024;29/01/2024
2236400;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;18.400;18.522;0;296,352;06/12/2023;06/12/2023
2236400;0020;ZP04;IB023610;JATEAR;18.400;18.522;0;592,704;06/12/2023;06/12/2023
2236400;0030;ZQ01;IB224511;RETIFICAR FACE;18.400;18.522;0;594;06/12/2023;14/12/2023
2236400;0040;ZP04;IB229109;RETIFICAR DIÂMETRO EXTERNO;18.400;0;21;0,000;13/12/2023;14/12/2023
2236400;0045;ZP05;IB-TXT01;OLEAR;18.400;0;0;0,000;;
2236400;0050;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;18.400;18.536;23;5.251;16/12/2023;22/12/2023
2236400;0060;ZP28;IB-ENV01;ENV. TERCEIRO;18.400;18.498;0;0,000;18/12/2023;20/12/2023
2236400;0061;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;18.400;18.498;0;0,000;19/12/2023;21/12/2023
2236400;0062;ZP05;IB-REC01;REC. TERCEIRO;18.400;0;0;0,000;;
2236400;0070;ZQ01;IB329111;RET/LAP PISTA;18.400;18.492;21;4.502;02/01/2024;18/01/2024
2236400;1000;ZP10;IB329900;QA/LOG/SCH;18.400;18.272;0;1.059,776;04/01/2024;28/01/2024
2236400;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);18.400;0;0;0,000;;
2238056;9999;ZP26;IB329112;APONTAR WASTE - SFC;2.460;0;108;0,000;07/03/2024;07/03/2024
2238056;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;2.460;2.195;0;26,340;06/01/2024;21/02/2024
2238056;0020;ZP04;IB023610;JATEAR;2.460;2.195;0;21,950;06/01/2024;21/02/2024
2238056;0030;ZQ04;IB324528;RETIFICAR FACE;2.460;2.195;0;30,730;06/01/2024;21/02/2024
2238056;0035;ZP05;IB-TXT01;OLEAR;2.460;0;0;0,000;;
2238056;0040;ZP01;IB324712;RETIFICAR DIÂMETRO EXTERNO;2.460;2.190;5;444;06/01/2024;08/01/2024
2238056;0050;ZP28;IB-ENV01;ENV. TERCEIRO;2.460;2.389;0;0,000;08/01/2024;08/01/2024
2238056;0051;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;2.460;2.389;0;0,000;09/01/2024;09/01/2024
2238056;0052;ZP05;IB-REC01;REC. TERCEIRO;2.460;0;0;0,000;;
2238056;0060;ZQ01;IB329112;RET/ LAP PISTA;2.460;2.311;0;681;12/01/2024;17/01/2024
2238056;1000;ZP10;IB329900;QA/LOG/SCH;2.460;2.347;0;267,558;16/01/2024;19/01/2024
2238056;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);2.460;0;0;0,000;;
2238057;9999;ZP26;IB329112;APONTAR WASTE - SFC;2.030;0;0;0,000;;
